GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
656260129,20170517,201705,2017,2017.3753,AUS,QUEENSLAND,AUS,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,4,3,4,-1.22699386503067,1,Ghana,GH,GH,8,-2,GH,0,,,,,,,1,Ghana,GH,GH,8,-2,GH,20170517,http://www.brisbanetimes.com.au/queensland/gold-coast-cruise-ship-terminal-proposal-clears-biggest-hurdle-20170516-gw6gs7.html
656260178,20170517,201705,2017,2017.3753,AUS,QUEENSLAND,AUS,,,,,,,,GHA,GHANA,GHA,,,,,,,,1,020,020,02,1,3.0,16,3,16,-1.22699386503067,1,Ghana,GH,GH,8,-2,GH,1,Ghana,GH,GH,8,-2,GH,1,Ghana,GH,GH,8,-2,GH,20170517,http://www.brisbanetimes.com.au/queensland/gold-coast-cruise-ship-terminal-proposal-clears-biggest-hurdle-20170516-gw6gs7.html
656260179,20170517,201705,2017,2017.3753,AUS,QUEENSLAND,AUS,,,,,,,,GHA,GHANA,GHA,,,,,,,,1,080,080,08,2,5.0,4,3,4,-1.22699386503067,1,Ghana,GH,GH,8,-2,GH,1,Ghana,GH,GH,8,-2,GH,1,Ghana,GH,GH,8,-2,GH,20170517,http://www.brisbanetimes.com.au/queensland/gold-coast-cruise-ship-terminal-proposal-clears-biggest-hurdle-20170516-gw6gs7.html
656260288,20170517,201705,2017,2017.3753,BUS,COMPANY,,,,,,BUS,,,,,,,,,,,,,0,055,055,05,1,7.0,18,6,18,-1.32446687091368,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,0,,,,,,,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20170517,http://macaudailytimes.com.mo/ap-exclusive-chinese-spent-usd24-billion-golden-visas.html
656260289,20170517,201705,2017,2017.3753,BUS,COMPANY,,,,,,BUS,,,,,,,,,,,,,0,055,055,05,1,7.0,36,6,36,-1.32446687091368,4,"Shanghai, Shanghai, China",CH,CH23,31.2222,121.458,-1924465,0,,,,,,,4,"Shanghai, Shanghai, China",CH,CH23,31.2222,121.458,-1924465,20170517,http://macaudailytimes.com.mo/ap-exclusive-chinese-spent-usd24-billion-golden-visas.html
656260322,20170517,201705,2017,2017.3753,BUS,COMPANY,,,,,,BUS,,,CHN,CHINA,CHN,,,,,,,,0,0874,087,08,2,10.0,11,6,11,-1.32446687091368,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20170517,http://macaudailytimes.com.mo/ap-exclusive-chinese-spent-usd24-billion-golden-visas.html
656260323,20170517,201705,2017,2017.3753,BUS,COMPANY,,,,,,BUS,,,CHN,CHINA,CHN,,,,,,,,0,0874,087,08,2,10.0,15,3,15,-1.22737565365875,4,"Shanghai, Shanghai, China",CH,CH23,31.2222,121.458,-1924465,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20170517,http://macaudailytimes.com.mo/ap-exclusive-chinese-spent-usd24-billion-golden-visas.html
656260502,20170517,201705,2017,2017.3753,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,0,0874,087,08,2,10.0,13,4,13,-0.663365970532298,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,0,,,,,,,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20170517,http://macaudailytimes.com.mo/ap-exclusive-chinese-spent-usd24-billion-golden-visas.html
656260557,20170517,201705,2017,2017.3753,CHNBUS,CHINA,CHN,,,,,BUS,,,,,,,,,,,,,1,020,020,02,1,3.0,1,1,1,-1.11336032388664,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,0,,,,,,,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20170517,http://macaudailytimes.com.mo/ap-exclusive-chinese-spent-usd24-billion-golden-visas.html
656260558,20170517,201705,2017,2017.3753,CHNBUS,CHINA,CHN,,,,,BUS,,,,,,,,,,,,,1,020,020,02,1,3.0,4,4,4,-1.34450864709811,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,0,,,,,,,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20170517,http://macaudailytimes.com.mo/ap-exclusive-chinese-spent-usd24-billion-golden-visas.html
