GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
862256395,20180729,201807,2018,2018.5726,BRA,SAO PAULO,BRA,,,,,,,,COP,POLICE,,,,,,COP,,,1,051,051,05,1,3.4,72,9,72,-2.83815996903416,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,20190729,https://www.seattlepi.com/news/crime/article/Brazil-says-1-suspect-nabbed-in-30-million-gold-14191682.php
862256438,20190722,201907,2019,2019.5534,BRA,RIO DE JANEIRO,BRA,,,,,,,,,,,,,,,,,,1,173,173,17,4,-5.0,20,2,20,-2.75590551181103,4,"Paulo Lopes, Santa Catarina, Brazil",BR,BR26,-27.9644,-48.6825,-660248,0,,,,,,,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,20190729,https://www.seattlepi.com/news/crime/article/Brazil-says-1-suspect-nabbed-in-30-million-gold-14191682.php
862256439,20190722,201907,2019,2019.5534,BRA,RIO DE JANEIRO,BRA,,,,,,,,,,,,,,,,,,1,173,173,17,4,-5.0,64,7,64,-2.86166124252648,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,0,,,,,,,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,20190729,https://www.news957.com/world/2019/07/28/brazil-says-1-suspect-nabbed-in-30-million-gold-heist/
862256440,20190722,201907,2019,2019.5534,BRACOP,BRAZILIAN,BRA,,,,,COP,,,BRA,SAO PAULO,BRA,,,,,,,,1,173,173,17,4,-5.0,6,1,6,-2.89855072463768,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,20190729,https://www.business-standard.com/article/pti-stories/brazil-says-1-suspect-nabbed-in-30-million-gold-heist-119072900069_1.html
862256521,20190729,201907,2019,2019.5726,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,042,042,04,1,1.9,90,9,90,-2.83815996903416,0,,,,,,,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,20190729,https://www.seattlepi.com/news/crime/article/Brazil-says-1-suspect-nabbed-in-30-million-gold-14191682.php
862256859,20190729,201907,2019,2019.5726,BRA,BRAZIL,BRA,,,,,,,,,,,,,,,,,,1,173,173,17,4,-5.0,20,2,20,-2.75590551181103,4,"Paulo Lopes, Santa Catarina, Brazil",BR,BR26,-27.9644,-48.6825,-660248,0,,,,,,,4,"Paulo Lopes, Santa Catarina, Brazil",BR,BR26,-27.9644,-48.6825,-660248,20190729,https://www.seattlepi.com/news/crime/article/Brazil-says-1-suspect-nabbed-in-30-million-gold-14191682.php
862256860,20190729,201907,2019,2019.5726,BRA,BRAZIL,BRA,,,,,,,,,,,,,,,,,,1,173,173,17,4,-5.0,110,10,100,-2.36915878694556,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,0,,,,,,,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,20190729,https://www.seattlepi.com/news/crime/article/Brazil-says-1-suspect-nabbed-in-30-million-gold-14191682.php
862256863,20190729,201907,2019,2019.5726,BRA,SAO PAULO,BRA,,,,,,,,COP,POLICE,,,,,,COP,,,1,051,051,05,1,3.4,18,9,18,-2.83815996903416,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,20190729,https://www.seattlepi.com/news/crime/article/Brazil-says-1-suspect-nabbed-in-30-million-gold-14191682.php
862257060,20190729,201907,2019,2019.5726,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,043,043,04,1,2.8,90,9,90,-2.83815996903416,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,0,,,,,,,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,20190729,https://www.seattlepi.com/news/crime/article/Brazil-says-1-suspect-nabbed-in-30-million-gold-14191682.php
862257486,20190729,201907,2019,2019.5726,GOV,AUTHORITIES,,,,,,GOV,,,,,,,,,,,,,1,084,084,08,2,7.0,90,9,90,-2.83815996903416,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,0,,,,,,,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,-23.5333,-46.6167,-671824,20190729,https://www.seattlepi.com/news/crime/article/Brazil-says-1-suspect-nabbed-in-30-million-gold-14191682.php
