GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
932734650,20200702,202007,2020,2020.4986,,,,,,,,,,,GHA,GHANA,GHA,,,,,,,,1,043,043,04,1,2.8,40,4,40,1.85831161233599,0,,,,,,,1,Ghana,GH,GH,8,-2,GH,1,Ghana,GH,GH,8,-2,GH,20200702,https://www.goldcoastbulletin.com.au/news/gold-coast/baby-humpback-whales-at-mercy-of-callous-jetskiers-on-gold-coast-waterways/news-story/f55e8276952fd4c99090fe05296c190d?nk=01895ace4758c8d9522c8785cec9e2ae-1593647273
932734932,20200702,202007,2020,2020.4986,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,1,030,030,03,1,4.0,56,8,56,-3.16312851593004,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,0,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20200702,https://www.goldcoastbulletin.com.au/the-project-premier-daniel-andrews-gives-reason-victorians-are-refusing-covid19-testing/news-story/c57a7b58bd982b8b5ac8b2d91ebba3a4?nk=fc098c02e8f2371f7046108dd015221f-1593647282
932734946,20200702,202007,2020,2020.4986,AUS,MELBOURNE,AUS,,,,,,,,,,,,,,,,,,1,100,100,10,3,-5.0,246,31,246,-5.44108549219029,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,0,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20200702,https://www.goldcoastbulletin.com.au/the-project-premier-daniel-andrews-gives-reason-victorians-are-refusing-covid19-testing/news-story/c57a7b58bd982b8b5ac8b2d91ebba3a4?nk=fc098c02e8f2371f7046108dd015221f-1593647282
932734974,20200702,202007,2020,2020.4986,AUSGOV,AUSTRALIA,AUS,,,,,GOV,,,AUS,AUSTRALIA,AUS,,,,,,,,1,120,120,12,3,-4.0,14,4,14,-2.77511961722488,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20200702,https://www.goldcoastbulletin.com.au/the-project-premier-daniel-andrews-gives-reason-victorians-are-refusing-covid19-testing/news-story/c57a7b58bd982b8b5ac8b2d91ebba3a4?nk=fc098c02e8f2371f7046108dd015221f-1593647282
932735128,20200702,202007,2020,2020.4986,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,0,112,112,11,3,-2.0,26,4,26,-8.19022457067372,4,"Hebei, Jilin, China",CH,CH05,43.0999,129.768,10869701,0,,,,,,,4,"Hebei, Jilin, China",CH,CH05,43.0999,129.768,10869701,20200702,https://www.goldcoastbulletin.com.au/technology/g4-virus-concern-for-pandemic-potential-flu-strain-found-in-china/news-story/9591214da844758780eb8cc2a28064e1?nk=814de20d1c65f55da6148a67f4a2b299-1593647241
932735136,20200702,202007,2020,2020.4986,CHN,CHINESE,CHN,,,,,,,,CHNMED,CHINA,CHN,,,,,MED,,,1,013,013,01,1,0.4,26,4,26,-8.19022457067372,4,"Hebei, Jilin, China",CH,CH05,43.0999,129.768,10869701,4,"Hebei, Jilin, China",CH,CH05,43.0999,129.768,10869701,4,"Hebei, Jilin, China",CH,CH05,43.0999,129.768,10869701,20200702,https://www.goldcoastbulletin.com.au/technology/g4-virus-concern-for-pandemic-potential-flu-strain-found-in-china/news-story/9591214da844758780eb8cc2a28064e1?nk=814de20d1c65f55da6148a67f4a2b299-1593647241
932735137,20200702,202007,2020,2020.4986,CHN,CHINESE,CHN,,,,,,,,CHNMED,CHINA,CHN,,,,,MED,,,1,013,013,01,1,0.4,26,4,26,-8.19022457067372,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,20200702,https://www.goldcoastbulletin.com.au/technology/g4-virus-concern-for-pandemic-potential-flu-strain-found-in-china/news-story/9591214da844758780eb8cc2a28064e1?nk=814de20d1c65f55da6148a67f4a2b299-1593647241
932735151,20200702,202007,2020,2020.4986,CHN,CHINA,CHN,,,,,,,,MED,NEWSPAPER,,,,,,MED,,,0,020,020,02,1,3.0,130,4,130,-8.19022457067372,4,"Hebei, Jilin, China",CH,CH05,43.0999,129.768,10869701,4,"Hebei, Jilin, China",CH,CH05,43.0999,129.768,10869701,4,"Hebei, Jilin, China",CH,CH05,43.0999,129.768,10869701,20200702,https://www.goldcoastbulletin.com.au/technology/g4-virus-concern-for-pandemic-potential-flu-strain-found-in-china/news-story/9591214da844758780eb8cc2a28064e1?nk=814de20d1c65f55da6148a67f4a2b299-1593647241
932735160,20200702,202007,2020,2020.4986,CHN,CHINA,CHN,,,,,,,,USAEDU,WASHINGTON,USA,,,,,EDU,,,0,112,112,11,3,-2.0,26,4,26,-8.19022457067372,4,"Hebei, Jilin, China",CH,CH05,43.0999,129.768,10869701,4,"Hebei, Jilin, China",CH,CH05,43.0999,129.768,10869701,4,"Hebei, Jilin, China",CH,CH05,43.0999,129.768,10869701,20200702,https://www.goldcoastbulletin.com.au/technology/g4-virus-concern-for-pandemic-potential-flu-strain-found-in-china/news-story/9591214da844758780eb8cc2a28064e1?nk=814de20d1c65f55da6148a67f4a2b299-1593647241
932735171,20200702,202007,2020,2020.4986,CHNMED,CHINESE,CHN,,,,,MED,,,,,,,,,,,,,1,013,013,01,1,0.4,78,4,78,-8.19022457067372,4,"Hebei, Jilin, China",CH,CH05,43.0999,129.768,10869701,0,,,,,,,4,"Hebei, Jilin, China",CH,CH05,43.0999,129.768,10869701,20200702,https://www.goldcoastbulletin.com.au/technology/g4-virus-concern-for-pandemic-potential-flu-strain-found-in-china/news-story/9591214da844758780eb8cc2a28064e1?nk=814de20d1c65f55da6148a67f4a2b299-1593647241
