GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
648254576,20160420,201604,2016,2016.3014,USAGOV,OBAMA,USA,,,,,GOV,,,MEXREF,MEXICO,MEX,,,,,REF,,,1,051,051,05,1,3.4,180,23,174,-3.51533453932516,1,Mexico,MX,MX,23,-102,MX,1,Mexico,MX,MX,23,-102,MX,1,Mexico,MX,MX,23,-102,MX,20170420,http://www.101gold.com/asylum-applications-up-150-in-mexico-since-us-election/
648254577,20160420,201604,2016,2016.3014,USAGOV,OBAMA,USA,,,,,GOV,,,MEXREF,MEXICO,MEX,,,,,REF,,,1,051,051,05,1,3.4,46,22,44,-3.46984388055549,1,United States,US,US,38,-97,US,1,Mexico,MX,MX,23,-102,MX,1,Mexico,MX,MX,23,-102,MX,20170420,http://www.101gold.com/asylum-applications-up-150-in-mexico-since-us-election/
648254912,20170420,201704,2017,2017.3014,,,,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,040,040,04,1,1.0,71,34,69,-1.3603964904317,0,,,,,,,1,Iran,IR,IR,32,53,IR,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20170420,http://www.101gold.com/trump-administration-will-review-iran-nuclear-deal-despite-compliance/
648255066,20170420,201704,2017,2017.3014,,,,,,,,,,,PRK,NORTH KOREA,PRK,,,,,,,,1,043,043,04,1,2.8,158,32,150,-1.99034696517145,0,,,,,,,1,North Korea,KN,KN,40,127,KN,1,North Korea,KN,KN,40,127,KN,20170420,http://www.101gold.com/vp-mike-pence-us-not-seeking-north-korea-negotiations/
648255067,20170420,201704,2017,2017.3014,,,,,,,,,,,PRK,NORTH KOREA,PRK,,,,,,,,1,050,050,05,1,3.5,3,1,3,-1.11111111111111,0,,,,,,,1,North Korea,KN,KN,40,127,KN,1,North Korea,KN,KN,40,127,KN,20170420,http://www.101gold.com/vp-mike-pence-us-not-seeking-north-korea-negotiations/
648255281,20170420,201704,2017,2017.3014,AFR,AFRICA,AFR,,,,,,,,BUS,MERCHANT,,,,,,BUS,,,1,045,045,04,1,5.0,44,11,44,7.10124135984593,2,"Mississippi, United States",US,USMS,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,32.7673,-89.6812,MS,20170420,http://www.101gold.com/oscar-winner-brie-larson-i-still-question-if-im-a-good-actor/
648255284,20170420,201704,2017,2017.3014,AFR,AFRICA,AFR,,,,,,,,IRLREB,IRISH REPUBLICAN ARMY,IRL,,,,,REB,,,1,045,045,04,1,5.0,44,11,44,7.10124135984593,1,South Africa,SF,SF,-29,24,SF,1,South Africa,SF,SF,-29,24,SF,1,South Africa,SF,SF,-29,24,SF,20170420,http://www.101gold.com/oscar-winner-brie-larson-i-still-question-if-im-a-good-actor/
648255609,20170420,201704,2017,2017.3014,CHN,CHINA,CHN,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,085,085,08,2,7.0,46,23,46,-1.37337955174322,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,1,United Kingdom,UK,UK,54,-2,UK,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20170420,http://www.101gold.com/trump-administration-will-review-iran-nuclear-deal-despite-compliance/
648255610,20170420,201704,2017,2017.3014,CHN,CHINA,CHN,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,085,085,08,2,7.0,216,34,210,-1.3603964904317,1,China,CH,CH,35,105,CH,1,Iran,IR,IR,32,53,IR,1,Germany,GM,GM,51,9,GM,20170420,http://www.101gold.com/trump-administration-will-review-iran-nuclear-deal-despite-compliance/
648255611,20170420,201704,2017,2017.3014,CHN,CHINA,CHN,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,085,085,08,2,7.0,72,34,70,-1.3603964904317,1,France,FR,FR,46,2,FR,1,Iran,IR,IR,32,53,IR,1,Germany,GM,GM,51,9,GM,20170420,http://www.101gold.com/trump-administration-will-review-iran-nuclear-deal-despite-compliance/
