GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
559233635,20160713,201607,2016,2016.5288,AUS,AUSTRALIA,AUS,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,040,040,04,1,1.0,2,1,2,1.51953690303907,4,"East Creek, Queensland, Australia",AS,AS04,-19.4167,141.75,-1571275,4,"East Creek, Queensland, Australia",AS,AS04,-19.4167,141.75,-1571275,4,"East Creek, Queensland, Australia",AS,AS04,-19.4167,141.75,-1571275,20160713,http://www.4-traders.com/FRONTIER-RESOURCES-LTD-10354672/news/Frontier-Resources-Drill-Core-Assay-results-to-5m-of-13-92g-t-Gold-22684987/
559233805,20160713,201607,2016,2016.5288,BUS,COMPANY,,,,,,BUS,,,AUS,AUSTRALIA,AUS,,,,,,,,0,040,040,04,1,1.0,2,1,2,1.51953690303907,4,"East Creek, Queensland, Australia",AS,AS04,-19.4167,141.75,-1571275,4,"East Creek, Queensland, Australia",AS,AS04,-19.4167,141.75,-1571275,4,"East Creek, Queensland, Australia",AS,AS04,-19.4167,141.75,-1571275,20160713,http://www.4-traders.com/FRONTIER-RESOURCES-LTD-10354672/news/Frontier-Resources-Drill-Core-Assay-results-to-5m-of-13-92g-t-Gold-22684987/
559241328,20160713,201607,2016,2016.5288,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,033,033,03,1,5.2,11,2,11,4.6273054676416,0,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20160713,http://investingnews.com/daily/resource-investing/precious-metals-investing/gold-investing/astur-gold-announces-significant-strategic-changes-to-the-company-including-restructure-of-debt-interim-financing-and-changes-in-board-and-management/
559241330,20160713,201607,2016,2016.5288,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,033,033,03,1,5.2,4,1,4,2.76110444177671,0,,,,,,,1,Spain,SP,SP,40,-4,SP,1,Spain,SP,SP,40,-4,SP,20160713,http://investingnews.com/daily/resource-investing/precious-metals-investing/gold-investing/astur-gold-announces-significant-strategic-changes-to-the-company-including-restructure-of-debt-interim-financing-and-changes-in-board-and-management/
559241985,20160713,201607,2016,2016.5288,BUS,INVESTOR,,,,,,BUS,,,,,,,,,,,,,0,071,071,07,2,7.4,22,4,22,0.0407015611141274,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,0,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20160713,http://investingnews.com/daily/resource-investing/precious-metals-investing/gold-investing/astur-gold-announces-significant-strategic-changes-to-the-company-including-restructure-of-debt-interim-financing-and-changes-in-board-and-management/
559241986,20160713,201607,2016,2016.5288,BUS,INVESTOR,,,,,,BUS,,,,,,,,,,,,,1,071,071,07,2,7.4,12,3,12,0.957941316061307,4,"Vancouver, British Columbia, Canada",CA,CA02,49.25,-123.133,-575268,0,,,,,,,4,"Vancouver, British Columbia, Canada",CA,CA02,49.25,-123.133,-575268,20160713,http://investingnews.com/daily/resource-investing/precious-metals-investing/gold-investing/astur-gold-announces-significant-strategic-changes-to-the-company-including-restructure-of-debt-interim-financing-and-changes-in-board-and-management/
559244821,20160713,201607,2016,2016.5288,USA,AMERICAN,USA,,,,,,,,,,,,,,,,,,1,193,193,19,4,-10.0,245,82,225,-3.17086132485326,1,United States,US,US,38,-97,US,0,,,,,,,1,United States,US,US,38,-97,US,20160713,http://www.cyprusreporter.com/newsdetail/See-Alison-Goldfrapp-get-behind-the-camera-and-shoot-Laura-Mvula-20941
559247129,20160712,201607,2016,2016.5260,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,043,043,04,1,2.8,2,1,2,4.86891385767791,0,,,,,,,1,Ghana,GH,GH,8,-2,GH,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,20160713,http://www.goldcoastbulletin.com.au/entertainment/mark-ruffalo-aka-the-hulk-calls-gold-coast-radio-station-day-after-chris-thor-hemsworth-rang/news-story/b7f86b88931752cb2f63b209cc3a9170?nk=db382be638455a438d42a041f0c0112a-1468369066
559247130,20160712,201607,2016,2016.5260,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,1,042,042,04,1,1.9,2,1,2,4.86891385767791,1,Ghana,GH,GH,8,-2,GH,0,,,,,,,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,20160713,http://www.goldcoastbulletin.com.au/entertainment/mark-ruffalo-aka-the-hulk-calls-gold-coast-radio-station-day-after-chris-thor-hemsworth-rang/news-story/b7f86b88931752cb2f63b209cc3a9170?nk=db382be638455a438d42a041f0c0112a-1468369066
559247131,20160712,201607,2016,2016.5260,AUS,AUSTRALIA,AUS,,,,,,,,AUSHLH,BRISBANE,AUS,,,,,HLH,,,1,043,043,04,1,2.8,2,1,2,4.86891385767791,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,4,"Brisbane, Queensland, Australia",AS,AS04,-27.5,153.017,-1561728,20160713,http://www.goldcoastbulletin.com.au/entertainment/mark-ruffalo-aka-the-hulk-calls-gold-coast-radio-station-day-after-chris-thor-hemsworth-rang/news-story/b7f86b88931752cb2f63b209cc3a9170?nk=db382be638455a438d42a041f0c0112a-1468369066
