GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1207247474,20241031,202410,2024,2024.8247,CAF,CENTRAL AFRICAN,CAF,,,,,,,,,,,,,,,,,,1,010,010,01,1,0.0,10,1,10,4.31034482758621,1,Namibia,WA,WA,-22,17,WA,0,,,,,,,1,Namibia,WA,WA,-22,17,WA,20241031,https://www.themarketsdaily.com/2024/10/31/central-african-gold-inc-banc-v-cvebanc-trading-up-8-5-heres-what-happened.html
1207252274,20241031,202410,2024,2024.8247,,,,,,,,,,,BUS,BANK,,,,,,BUS,,,1,042,042,04,1,1.9,21,4,21,1.41395271353245,0,,,,,,,1,India,IN,IN,20,77,IN,1,India,IN,IN,20,77,IN,20241031,https://economictimes.indiatimes.com/markets/commodities/news/rbis-investment-in-gold-rises-faster-than-in-securities/articleshow/114797174.cms
1207252515,20241031,202410,2024,2024.8247,BUS,BANK,,,,,,BUS,,,,,,,,,,,,,1,043,043,04,1,2.8,18,3,18,1.48606868790355,1,India,IN,IN,20,77,IN,0,,,,,,,1,India,IN,IN,20,77,IN,20241031,https://economictimes.indiatimes.com/markets/commodities/news/rbis-investment-in-gold-rises-faster-than-in-securities/articleshow/114797174.cms
1207252586,20241031,202410,2024,2024.8247,CAN,CANADA,CAN,,,,,,,,USA,THE US,USA,,,,,,,,1,042,042,04,1,1.9,10,1,10,3.71900826446281,1,Hong Kong,HK,HK,22.25,114.166667,HK,1,Hong Kong,HK,HK,22.25,114.166667,HK,1,Hong Kong,HK,HK,22.25,114.166667,HK,20241031,https://www.themarketsdaily.com/2024/10/31/u-s-global-go-gold-and-precious-metal-miners-etf-nysearcagoau-stock-price-down-0-3-whats-next.html
1207253554,20241031,202410,2024,2024.8247,USA,THE US,USA,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,043,043,04,1,2.8,14,2,14,1.29644106916835,1,Canada,CA,CA,60,-96,CA,1,Canada,CA,CA,60,-96,CA,1,Canada,CA,CA,60,-96,CA,20241031,https://www.themarketsdaily.com/2024/10/31/u-s-global-go-gold-and-precious-metal-miners-etf-nysearcagoau-stock-price-down-0-3-whats-next.html
1207253819,20231101,202311,2023,2023.8247,MNCUSA,NETFLIX,USA,,,,,MNC,,,GOV,DIPLOMAT,,,,,,GOV,,,0,012,012,01,1,-0.4,10,1,10,0.50761421319797,1,United Kingdom,UK,UK,54,-4,UK,1,United Kingdom,UK,UK,54,-4,UK,1,United Kingdom,UK,UK,54,-4,UK,20241031,https://www.goldderby.com/forum/tv/2025-emmy-awards-drama-categories-part-2/page/17/
1207253845,20241031,202410,2024,2024.8247,,,,,,,,,,,BMU,BERMUDA,BMU,,,,,,,,1,042,042,04,1,1.9,3,1,3,1.71306209850107,0,,,,,,,4,"Hamilton Harbour, Hamilton, Bermuda",BD,BD03,32.2881,-64.7911,-1394090,4,"Hamilton Harbour, Hamilton, Bermuda",BD,BD03,32.2881,-64.7911,-1394090,20241031,https://www.livesaildie.com/thrilling-start-to-72nd-bermuda-gold-cup/
1207253846,20241031,202410,2024,2024.8247,,,,,,,,,,,BMU,BERMUDA,BMU,,,,,,,,1,046,046,04,1,7.0,8,1,8,1.71306209850107,0,,,,,,,4,"Hamilton Harbour, Hamilton, Bermuda",BD,BD03,32.2881,-64.7911,-1394090,4,"Hamilton Harbour, Hamilton, Bermuda",BD,BD03,32.2881,-64.7911,-1394090,20241031,https://www.livesaildie.com/thrilling-start-to-72nd-bermuda-gold-cup/
1207254040,20241031,202410,2024,2024.8247,BMU,BERMUDA,BMU,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,3,1,3,1.71306209850107,4,"Hamilton Harbour, Hamilton, Bermuda",BD,BD03,32.2881,-64.7911,-1394090,0,,,,,,,4,"Hamilton Harbour, Hamilton, Bermuda",BD,BD03,32.2881,-64.7911,-1394090,20241031,https://www.livesaildie.com/thrilling-start-to-72nd-bermuda-gold-cup/
1207258618,20241031,202410,2024,2024.8247,COP,POLICE,,,,,,COP,,,AUS,AUSTRALIA,AUS,,,,,,,,1,173,173,17,4,-5.0,16,3,16,-6.56178411632934,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20241031,https://www.miragenews.com/viper-seizes-5-3m-in-cash-luxury-bags-and-gold-1347950/
