GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
652520192,20170504,201705,2017,2017.3397,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,16,2,16,3.32325598972111,0,,,,,,,4,"Burtville, Western Australia, Australia",AS,AS08,-28.7833,122.65,-1563236,4,"Burtville, Western Australia, Australia",AS,AS08,-28.7833,122.65,-1563236,20170504,http://www.abnnewswire.net/press/en/88166/White-Cliff-Minerals-Ltd-(ASX-WCN)-Drilling-Identifies-High-Grade-Gold-Mineralisation-at-East-Burtville-Prospect-88166.html
652520864,20170504,201705,2017,2017.3397,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,8,1,8,2.29007633587786,4,"White Cliff, Northern Territory, Australia",AS,AS03,-15.4333,130.333,-1609255,0,,,,,,,4,"White Cliff, Northern Territory, Australia",AS,AS03,-15.4333,130.333,-1609255,20170504,http://www.abnnewswire.net/press/en/88166/White-Cliff-Minerals-Ltd-(ASX-WCN)-Drilling-Identifies-High-Grade-Gold-Mineralisation-at-East-Burtville-Prospect-88166.html
652521023,20170504,201705,2017,2017.3397,BUS,COMPANY,,,,,,BUS,,,,,,,,,,,,,1,051,051,05,1,3.4,10,1,10,2.29007633587786,4,"Burtville, Western Australia, Australia",AS,AS08,-28.7833,122.65,-1563236,0,,,,,,,4,"Burtville, Western Australia, Australia",AS,AS08,-28.7833,122.65,-1563236,20170504,http://www.abnnewswire.net/press/en/88166/White-Cliff-Minerals-Ltd-(ASX-WCN)-Drilling-Identifies-High-Grade-Gold-Mineralisation-at-East-Burtville-Prospect-88166.html
652521058,20170504,201705,2017,2017.3397,BUS,COMPANY,,,,,,BUS,,,,,,,,,,,,,1,193,193,19,4,-10.0,8,1,8,2.29007633587786,4,"Burtville, Western Australia, Australia",AS,AS08,-28.7833,122.65,-1563236,0,,,,,,,4,"Burtville, Western Australia, Australia",AS,AS08,-28.7833,122.65,-1563236,20170504,http://www.abnnewswire.net/press/en/88166/White-Cliff-Minerals-Ltd-(ASX-WCN)-Drilling-Identifies-High-Grade-Gold-Mineralisation-at-East-Burtville-Prospect-88166.html
652521059,20170504,201705,2017,2017.3397,BUS,COMPANY,,,,,,BUS,,,,,,,,,,,,,1,193,193,19,4,-10.0,2,1,2,2.29007633587786,4,"White Cliff, Northern Territory, Australia",AS,AS03,-15.4333,130.333,-1609255,0,,,,,,,4,"White Cliff, Northern Territory, Australia",AS,AS03,-15.4333,130.333,-1609255,20170504,http://www.abnnewswire.net/press/en/88166/White-Cliff-Minerals-Ltd-(ASX-WCN)-Drilling-Identifies-High-Grade-Gold-Mineralisation-at-East-Burtville-Prospect-88166.html
652522376,20170504,201705,2017,2017.3397,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,1,0234,023,02,1,3.4,50,5,50,-4.56791613990151,0,,,,,,,0,,,,,,,0,,,,,,,20170504,https://www.newsghana.com.gh/essam-government-hospital-marks-golden-jubilee/
652522676,20170504,201705,2017,2017.3397,GOVHLH,GOVERNMENT,,,,,,GOV,HLH,,HLH,HOSPITAL,,,,,,HLH,,,1,017,017,01,1,0.0,10,1,10,-0.70921985815603,0,,,,,,,0,,,,,,,0,,,,,,,20170504,https://www.newsghana.com.gh/essam-government-hospital-marks-golden-jubilee/
652525959,20170504,201705,2017,2017.3397,,,,,,,,,,,PNG,PAPUA NEW GUINEA,PNG,,,,,,,,1,042,042,04,1,1.9,8,2,8,2.64875531268975,0,,,,,,,1,Papua New Guinea,PP,PP,-6,147,PP,1,Papua New Guinea,PP,PP,-6,147,PP,20170504,http://www.goldcoastbulletin.com.au/business/copperpoly-directors-forgo-300000-in-fees-to-plough-cash-into-png-exploration/news-story/0b801666682cce80d10a5aca312d4aa2?nk=160658304d85d00dcf0e977345d7ae20-1493856243
652526299,20170504,201705,2017,2017.3397,BUS,COMPANY,,,,,,BUS,,,,,,,,,,,,,1,071,071,07,2,7.4,6,1,6,0.92592592592593,1,Papua New Guinea,PP,PP,-6,147,PP,0,,,,,,,1,Papua New Guinea,PP,PP,-6,147,PP,20170504,http://www.goldcoastbulletin.com.au/business/copperpoly-directors-forgo-300000-in-fees-to-plough-cash-into-png-exploration/news-story/0b801666682cce80d10a5aca312d4aa2?nk=160658304d85d00dcf0e977345d7ae20-1493856243
652526350,20170504,201705,2017,2017.3397,BUS,COMPANY,,,,,,BUS,,,PNG,PAPUA NEW GUINEA,PNG,,,,,,,,1,071,071,07,2,7.4,4,1,4,0.92592592592593,1,Papua New Guinea,PP,PP,-6,147,PP,1,Papua New Guinea,PP,PP,-6,147,PP,1,Papua New Guinea,PP,PP,-6,147,PP,20170504,http://www.goldcoastbulletin.com.au/business/copperpoly-directors-forgo-300000-in-fees-to-plough-cash-into-png-exploration/news-story/0b801666682cce80d10a5aca312d4aa2?nk=160658304d85d00dcf0e977345d7ae20-1493856243
652528331,20170504,201705,2017,2017.3397,PNG,PAPUA NEW GUINEA,PNG,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,8,2,8,2.64875531268975,1,Papua New Guinea,PP,PP,-6,147,PP,0,,,,,,,1,Papua New Guinea,PP,PP,-6,147,PP,20170504,http://www.goldcoastbulletin.com.au/business/copperpoly-directors-forgo-300000-in-fees-to-plough-cash-into-png-exploration/news-story/0b801666682cce80d10a5aca312d4aa2?nk=160658304d85d00dcf0e977345d7ae20-1493856243
652534048,20170504,201705,2017,2017.3397,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,020,020,02,1,3.0,76,9,76,-1.29802744317023,0,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20170504,http://www.goldcoastbulletin.com.au/lifestyle/food/diners-horrified-after-mum-lets-son-pee-in-cup-in-middle-of-restaurant/news-story/46039b1b57b59f259a5d1861274a21b1?nk=d831377254be32e4a5567785f416e0dd-1493857080
652534054,20170504,201705,2017,2017.3397,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,051,051,05,1,3.4,86,13,82,-0.0525450309903124,0,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20170504,http://www.goldcoastbulletin.com.au/lifestyle/food/diners-horrified-after-mum-lets-son-pee-in-cup-in-middle-of-restaurant/news-story/46039b1b57b59f259a5d1861274a21b1?nk=d831377254be32e4a5567785f416e0dd-1493857080
652534396,20170504,201705,2017,2017.3397,AGR,FARMER,,,,,,AGR,,,,,,,,,,,,,1,173,173,17,4,-5.0,20,1,20,0.180505415162455,3,"Houston, Texas, United States",US,USTX,29.7633,-95.3633,1380948,0,,,,,,,3,"Houston, Texas, United States",US,USTX,29.7633,-95.3633,1380948,20170504,http://www.stuff.co.nz/business/farming/dairy/92166809/safety-clampdown-wont-curdle-golden-bay-raw-milk-farmers-future
652534414,20170504,201705,2017,2017.3397,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,1,015,015,01,1,0.0,42,7,42,-2.76178840590828,1,Australia,AS,AS,-27,133,AS,0,,,,,,,1,Australia,AS,AS,-27,133,AS,20170504,http://www.goldcoastbulletin.com.au/news/national/cairns-mum-who-killed-eight-children-unfit-for-trial/news-story/79f6e1b3af2688f9aaa1edeed70123be?nk=60a49ded83aefae0e95e0e0d86f1ca6d-1493857078
652534428,20170504,201705,2017,2017.3397,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,1,110,110,11,3,-2.0,29,6,29,-1.84377653916431,1,Australia,AS,AS,-27,133,AS,0,,,,,,,1,Australia,AS,AS,-27,133,AS,20170504,http://www.goldcoastbulletin.com.au/entertainment/john-laws-says-he-didnt-like-princess-diana-in-an-interview-on-abc-730-with-leigh-sales/news-story/e9ead388ede907e80902bb10a1d107b1?nk=7a8e1a981f9abdcfb05288812ad86552-1493857135
652534429,20170504,201705,2017,2017.3397,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,1,110,110,11,3,-2.0,2,1,2,2.834008097166,1,Turkey,TU,TU,39,35,TU,0,,,,,,,1,Turkey,TU,TU,39,35,TU,20170504,http://www.goldcoastbulletin.com.au/entertainment/john-laws-says-he-didnt-like-princess-diana-in-an-interview-on-abc-730-with-leigh-sales/news-story/e9ead388ede907e80902bb10a1d107b1?nk=7a8e1a981f9abdcfb05288812ad86552-1493857135
652534430,20170504,201705,2017,2017.3397,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,1,112,112,11,3,-2.0,63,9,63,-4.40936635477421,1,Australia,AS,AS,-27,133,AS,0,,,,,,,1,Australia,AS,AS,-27,133,AS,20170504,http://www.goldcoastbulletin.com.au/news/national/cairns-mum-who-killed-eight-children-unfit-for-trial/news-story/79f6e1b3af2688f9aaa1edeed70123be?nk=60a49ded83aefae0e95e0e0d86f1ca6d-1493857078
652534598,20170504,201705,2017,2017.3397,CAN,CANADA,CAN,,,,,,,,,,,,,,,,,,1,114,114,11,3,-2.0,1,1,1,1.24223602484472,4,"Rio Tinto, Parahyba, Brazil",BR,BR17,-6.8,-35.0833,-666773,0,,,,,,,4,"Rio Tinto, Parahyba, Brazil",BR,BR17,-6.8,-35.0833,-666773,20170504,https://www.juniorminingnetwork.com/junior-miner-news/press-releases/879-tsx/k/31981-kinross-gold-announces-annual-shareholder-meeting-voting-results.html
652535075,20170504,201705,2017,2017.3397,ELI,RETIRED,,,,,,ELI,,,,,,,,,,,,,1,181,181,18,4,-9.0,8,2,8,-3.69718309859155,1,Portugal,PO,PO,39.5,-8,PO,0,,,,,,,1,Portugal,PO,PO,39.5,-8,PO,20170504,http://www.goldcoastbulletin.com.au/lifestyle/witness-reveals-kate-mccanns-tormented-screams-on-night-madeleine-went-missing/news-story/f0788b7b17e71fd583595d5098b2746a?nk=13f8c731871b02e4b570e2c5fcd5330e-1493857089
652535076,20170504,201705,2017,2017.3397,ELI,RETIRED,,,,,,ELI,,,,,,,,,,,,,1,181,181,18,4,-9.0,12,2,12,-3.69718309859155,1,United Kingdom,UK,UK,54,-2,UK,0,,,,,,,1,United Kingdom,UK,UK,54,-2,UK,20170504,http://www.goldcoastbulletin.com.au/lifestyle/witness-reveals-kate-mccanns-tormented-screams-on-night-madeleine-went-missing/news-story/f0788b7b17e71fd583595d5098b2746a?nk=13f8c731871b02e4b570e2c5fcd5330e-1493857089
652535169,20170504,201705,2017,2017.3397,GBR,BRITISH,GBR,,,,,,,,,,,,,,,,,,0,1712,171,17,4,-9.2,40,2,40,-3.69718309859155,1,United Kingdom,UK,UK,54,-2,UK,0,,,,,,,1,United Kingdom,UK,UK,54,-2,UK,20170504,http://www.goldcoastbulletin.com.au/lifestyle/witness-reveals-kate-mccanns-tormented-screams-on-night-madeleine-went-missing/news-story/f0788b7b17e71fd583595d5098b2746a?nk=13f8c731871b02e4b570e2c5fcd5330e-1493857089
652535170,20170504,201705,2017,2017.3397,GBR,UNITED KINGDOM,GBR,,,,,,,,,,,,,,,,,,1,172,172,17,4,-5.0,55,5,55,-4.12260468934433,1,United Kingdom,UK,UK,54,-2,UK,0,,,,,,,1,United Kingdom,UK,UK,54,-2,UK,20170504,http://www.goldcoastbulletin.com.au/lifestyle/witness-reveals-kate-mccanns-tormented-screams-on-night-madeleine-went-missing/news-story/f0788b7b17e71fd583595d5098b2746a?nk=13f8c731871b02e4b570e2c5fcd5330e-1493857089
652535206,20170504,201705,2017,2017.3397,GHA,GHANA,GHA,,,,,,,,,,,,,,,,,,1,193,193,19,4,-10.0,32,3,32,-3.43725315233609,1,Ghana,GH,GH,8,-2,GH,0,,,,,,,1,Ghana,GH,GH,8,-2,GH,20170504,http://www.goldcoastbulletin.com.au/news/national/man-shot-in-gold-coast-robbery/news-story/9cd748b9fcc2fc1c53ea2d1e52bd3c1e?nk=0ba0f214804e924eee1799042f31a2aa-1493857076
652535977,20170504,201705,2017,2017.3397,MNCUSA,GOLDMAN SACHS,USA,,,,,MNC,,,,,,,,,,,,,1,084,084,08,2,7.0,5,1,5,-0.325732899022806,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,0,,,,,,,2,"Texas, United States",US,USTX,31.106,-97.6475,TX,20170504,http://www.fiscalstandard.com/2017/05/03/shares-of-calpine-cpn-nysecpn-rated-as-buy-by-analysts-at-goldman-sachs/
652538667,20170504,201705,2017,2017.3397,,,,,,,,,,,AUS,NEW SOUTH WALES,AUS,,,,,,,,1,036,036,03,1,4.0,42,1,42,1.42045454545454,0,,,,,,,4,"Evans Head, New South Wales, Australia",AS,AS02,-29.1178,153.431,-1572702,4,"Evans Head, New South Wales, Australia",AS,AS02,-29.1178,153.431,-1572702,20170504,http://www.goldcoastbulletin.com.au/lifestyle/super-hornets-to-fly-as-low-as-45m-while-travelling-at-555kmh-past-gold-coast/news-story/955b134914b43405659cc95f8a1b6d5e?nk=c7e47928ddb89bac69e32f725a581bb2-1493857965
652539049,20170504,201705,2017,2017.3397,AUSMIL,AUSTRALIAN,AUS,,,,,MIL,,,,,,,,,,,,,1,036,036,03,1,4.0,6,1,6,1.42045454545454,4,"Amberley, Queensland, Australia",AS,AS04,-27.6333,152.7,-1555711,0,,,,,,,4,"Amberley, Queensland, Australia",AS,AS04,-27.6333,152.7,-1555711,20170504,http://www.goldcoastbulletin.com.au/lifestyle/super-hornets-to-fly-as-low-as-45m-while-travelling-at-555kmh-past-gold-coast/news-story/955b134914b43405659cc95f8a1b6d5e?nk=c7e47928ddb89bac69e32f725a581bb2-1493857965
652539899,20170504,201705,2017,2017.3397,GHA,GHANA,GHA,,,,,,,,,,,,,,,,,,1,036,036,03,1,4.0,12,1,12,1.42045454545454,4,"Amberley, Queensland, Australia",AS,AS04,-27.6333,152.7,-1555711,0,,,,,,,4,"Amberley, Queensland, Australia",AS,AS04,-27.6333,152.7,-1555711,20170504,http://www.goldcoastbulletin.com.au/lifestyle/super-hornets-to-fly-as-low-as-45m-while-travelling-at-555kmh-past-gold-coast/news-story/955b134914b43405659cc95f8a1b6d5e?nk=c7e47928ddb89bac69e32f725a581bb2-1493857965
652539900,20170504,201705,2017,2017.3397,GHA,GHANA,GHA,,,,,,,,AUS,NEW SOUTH WALES,AUS,,,,,,,,1,036,036,03,1,4.0,24,1,24,1.42045454545454,4,"Amberley, Queensland, Australia",AS,AS04,-27.6333,152.7,-1555711,4,"Amberley, Queensland, Australia",AS,AS04,-27.6333,152.7,-1555711,4,"Amberley, Queensland, Australia",AS,AS04,-27.6333,152.7,-1555711,20170504,http://www.goldcoastbulletin.com.au/lifestyle/super-hornets-to-fly-as-low-as-45m-while-travelling-at-555kmh-past-gold-coast/news-story/955b134914b43405659cc95f8a1b6d5e?nk=c7e47928ddb89bac69e32f725a581bb2-1493857965
652539901,20170504,201705,2017,2017.3397,GHA,GHANA,GHA,,,,,,,,AUSMIL,AUSTRALIA,AUS,,,,,MIL,,,1,036,036,03,1,4.0,12,1,12,1.42045454545454,4,"Amberley, Queensland, Australia",AS,AS04,-27.6333,152.7,-1555711,4,"Amberley, Queensland, Australia",AS,AS04,-27.6333,152.7,-1555711,4,"Amberley, Queensland, Australia",AS,AS04,-27.6333,152.7,-1555711,20170504,http://www.goldcoastbulletin.com.au/lifestyle/super-hornets-to-fly-as-low-as-45m-while-travelling-at-555kmh-past-gold-coast/news-story/955b134914b43405659cc95f8a1b6d5e?nk=c7e47928ddb89bac69e32f725a581bb2-1493857965
652543495,20170504,201705,2017,2017.3397,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,060,060,06,2,6.0,10,1,10,-1.6025641025641,0,,,,,,,4,"Chhattisgarh, Chhattisgarh, India",IN,IN37,21.5,81.75,-2093188,4,"Chhattisgarh, Chhattisgarh, India",IN,IN37,21.5,81.75,-2093188,20170504,http://saudigazette.com.sa/world/asia/indian-villagers-see-no-shine-gold-rush/
